face_present,no_of_face,face_x,face_y,face_w,face_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_tip_x,nose_tip_y,mouth_x,mouth_y,face_conf,hand_count,left_hand_x,left_hand_y,right_hand_x,right_hand_y,hand_obj_interaction,head_pose,head_pitch,head_yaw,head_roll,phone_present,phone_loc_x,phone_loc_y,phone_conf,gaze_on_script,gaze_direction,gazePoint_x,gazePoint_y,pupil_left_x,pupil_left_y,pupil_right_x,pupil_right_y,label
1,1,266.0,210.0,162.0,162.0,309.89448070526123,239.6502059698105,382.63171672821045,243.03710639476776,345.71537017822266,261.593656539917,343.2813122397975,310.2200498078999,95.9337055683136,0,0,0,0,0,0,forward,0.2571749314636074,0.0120995608632683,0.04135347155332819,1,227,239,0.8340113759040833,0,None,344,240,307.16094970703125,239.0298843383789,382.19649505615234,242.45806503295898,0
1,1,265.0,209.0,162.0,162.0,309.4603455066681,239.72775131464005,382.2486877441406,243.19278627634048,345.0409698486328,261.11663818359375,341.30902039377315,309.04973481830797,95.31545042991638,0,0,0,0,0,0,down,0.2657951415920374,0.02489221741256027,0.048566967692405254,1,222,240,0.8359914422035217,0,None,345,240,308.4700698852539,239.13693523406982,382.6236343383789,242.61672019958496,0
1,1,266.0,210.0,161.0,161.0,308.8790535926819,239.5522677898407,384.17469024658203,242.6330530643463,345.70884704589844,260.0913619995117,342.84238112600224,308.26195666664523,94.97490525245667,0,0,0,0,0,0,down,0.2896477652355523,0.033202623642588795,0.036106651880889074,1,226,239,0.8384566903114319,0,None,346,240,307.51618576049805,238.97776222229004,384.76202392578125,242.1375217437744,0
1,1,266.0,208.0,159.0,159.0,312.12900161743164,238.669992685318,382.61642932891846,242.44667440652847,346.82308197021484,258.3148956298828,343.9196787382427,308.49617205168073,93.66389513015747,0,0,0,0,0,0,down,0.2978854404487257,0.013849420429831644,0.044235464569543165,1,226,239,0.8383935689926147,0,None,347,239,312.4329299926758,238.14034938812256,382.9504623413086,241.7669792175293,0
1,1,267.0,207.0,160.0,160.0,312.17467188835144,238.329716026783,385.01511573791504,241.97395741939545,348.8199234008789,259.4769287109375,344.7932946054559,307.83946489032945,94.4438099861145,0,0,0,0,0,0,down,0.27514834844895786,0.002974213286565568,0.049079790680549296,1,226,240,0.8258900046348572,0,None,348,239,310.9947090148926,237.8866310119629,385.7923049926758,241.5903196334839,0
1,1,266.0,207.0,160.0,160.0,315.1452910900116,238.52379888296127,384.61021900177,242.866952419281,349.76097106933594,260.1895523071289,346.2344761898643,308.7230315961336,94.06301975250244,0,0,0,0,0,0,down,0.2744437676011514,-0.007252862132709345,0.0525770009293281,1,226,239,0.8524178862571716,0,None,350,240,315.0462875366211,237.78363704681396,385.75897216796875,242.24098205566406,0
1,1,267.0,207.0,161.0,161.0,313.115519285202,240.7838174700737,388.5532784461975,243.41886162757874,352.8129196166992,264.5495796203613,348.8138098465769,312.01400003935163,94.78458166122437,0,0,0,0,0,0,forward,0.235798199878144,-0.03291752195369576,0.041242758489625934,1,225,239,0.8821389079093933,0,top_left,350,241,311.4304084777832,239.8772850036621,388.8175582885742,242.63153457641602,0
1,1,265.0,209.0,164.0,164.0,316.56848669052124,242.02607542276382,388.29803943634033,244.53758597373962,353.6998748779297,266.3723945617676,350.18664109079464,314.6070761429636,93.89214515686035,0,0,0,0,0,0,forward,0.22196745184527766,-0.03757129828309288,0.03524051424097082,1,226,239,0.8312692046165466,0,top_left,352,242,316.49860763549805,241.39481163024902,389.15716552734375,243.97463607788086,0
1,1,263.0,208.0,166.0,166.0,315.5297613143921,242.17886209487915,390.97894191741943,245.67155420780182,354.9341583251953,268.96350860595703,351.31512692100125,317.1055201480263,95.53282260894775,0,0,0,0,0,0,forward,0.181897542594475,-0.05243955224517642,0.04143289673929705,1,226,239,0.8236808776855469,0,top_left,353,243,315.0564498901367,241.34460353851318,391.65081787109375,244.95766353607178,0
1,1,264.0,209.0,166.0,166.0,315.7815420627594,244.25187706947327,392.2258925437927,248.12502801418304,356.9756317138672,272.5905990600586,353.1512792486894,319.6136283874512,95.48685550689697,0,0,0,0,0,0,forward,0.17538968860533316,-0.07237926769649977,0.03993341770017318,1,226,239,0.8639518618583679,0,top_left,353,245,314.13476943969727,243.51975059509277,392.6940155029297,247.64483070373535,0
